city,city_ascii,state_id,state_name,county_name,lat,lng,"city_ascii, state_id"
Minden,Minden,NE,Nebraska,Kearney,40.4981,-98.9672,"Minden, NE"
Gloverville,Gloverville,SC,South Carolina,Aiken,33.5274,-81.8144,"Gloverville, SC"
Louisburg,Louisburg,NC,North Carolina,Franklin,36.0986,-78.3009,"Louisburg, NC"
Hoschton,Hoschton,GA,Georgia,Jackson,34.0853,-83.7594,"Hoschton, GA"
Andrews AFB,Andrews AFB,MD,Maryland,Prince George's,38.8054,-76.8744,"Andrews AFB, MD"
Smithville-Sanders,Smithville-Sanders,IN,Indiana,Monroe,39.0597,-86.5108,"Smithville-Sanders, IN"
Biscayne Park,Biscayne Park,FL,Florida,Miami-Dade,25.8818,-80.1814,"Biscayne Park, FL"
Southern Shores,Southern Shores,NC,North Carolina,Dare,36.1205,-75.7328,"Southern Shores, NC"
Mount Pocono,Mount Pocono,PA,Pennsylvania,Monroe,41.1225,-75.3582,"Mount Pocono, PA"
Port Ludlow,Port Ludlow,WA,Washington,Jefferson,47.9101,-122.7006,"Port Ludlow, WA"
Moonachie,Moonachie,NJ,New Jersey,Bergen,40.8408,-74.059,"Moonachie, NJ"
Santa Rosa,Santa Rosa,TX,Texas,Cameron,26.2561,-97.8252,"Santa Rosa, TX"
Raymond,Raymond,WA,Washington,Pacific,46.6839,-123.738,"Raymond, WA"
Woodbury Heights,Woodbury Heights,NJ,New Jersey,Gloucester,39.816,-75.1511,"Woodbury Heights, NJ"
Mount Hope,Mount Hope,NJ,New Jersey,Morris,40.9182,-74.5508,"Mount Hope, NJ"
Kotzebue,Kotzebue,AK,Alaska,Northwest Arctic,66.8766,-162.5231,"Kotzebue, AK"
McSherrystown,McSherrystown,PA,Pennsylvania,Adams,39.8036,-77.0199,"McSherrystown, PA"
Vivian,Vivian,LA,Louisiana,Caddo,32.8711,-93.9862,"Vivian, LA"
Lucerne,Lucerne,CA,California,Lake,39.0698,-122.7746,"Lucerne, CA"
Pitcairn,Pitcairn,PA,Pennsylvania,Allegheny,40.4079,-79.7765,"Pitcairn, PA"
Shady Cove,Shady Cove,OR,Oregon,Jackson,42.6117,-122.8179,"Shady Cove, OR"
Ripley,Ripley,WV,West Virginia,Jackson,38.8201,-81.7091,"Ripley, WV"
New York Mills,New York Mills,NY,New York,Oneida,43.1007,-75.2932,"New York Mills, NY"
Beloit,Beloit,KS,Kansas,Mitchell,39.4645,-98.1082,"Beloit, KS"
Holualoa,Holualoa,HI,Hawaii,Hawaii,19.6548,-155.9207,"Holualoa, HI"
Hartsdale,Hartsdale,NY,New York,Westchester,41.0154,-73.8036,"Hartsdale, NY"
Wallburg,Wallburg,NC,North Carolina,Davidson,36.0088,-80.1453,"Wallburg, NC"
Ellsworth,Ellsworth,KS,Kansas,Ellsworth,38.7327,-98.2285,"Ellsworth, KS"
Woodville,Woodville,TX,Texas,Tyler,30.774,-94.4234,"Woodville, TX"
Syracuse,Syracuse,IN,Indiana,Kosciusko,41.4226,-85.7492,"Syracuse, IN"
Bushnell,Bushnell,FL,Florida,Sumter,28.686,-82.1165,"Bushnell, FL"
Prescott,Prescott,AR,Arkansas,Nevada,33.8056,-93.3909,"Prescott, AR"
Okemah,Okemah,OK,Oklahoma,Okfuskee,35.4292,-96.2998,"Okemah, OK"
Calais,Calais,ME,Maine,Washington,45.134,-67.224,"Calais, ME"
Needville,Needville,TX,Texas,Fort Bend,29.3957,-95.8386,"Needville, TX"
Upland,Upland,PA,Pennsylvania,Delaware,39.8562,-75.3796,"Upland, PA"
Annetta,Annetta,TX,Texas,Parker,32.6938,-97.6581,"Annetta, TX"
Underwood-Petersville,Underwood-Petersville,AL,Alabama,Lauderdale,34.877,-87.6975,"Underwood-Petersville, AL"
Holmes Beach,Holmes Beach,FL,Florida,Manatee,27.5108,-82.7152,"Holmes Beach, FL"
Chico,Chico,WA,Washington,Kitsap,47.6226,-122.7193,"Chico, WA"
Snowmass Village,Snowmass Village,CO,Colorado,Pitkin,39.2212,-106.9392,"Snowmass Village, CO"
South Vacherie,South Vacherie,LA,Louisiana,St. James,29.9406,-90.6893,"South Vacherie, LA"
Cadiz,Cadiz,OH,Ohio,Harrison,40.2644,-80.998,"Cadiz, OH"
Bamberg,Bamberg,SC,South Carolina,Bamberg,33.2995,-81.0323,"Bamberg, SC"
Natalbany,Natalbany,LA,Louisiana,Tangipahoa,30.5486,-90.4848,"Natalbany, LA"
Eagle Crest,Eagle Crest,OR,Oregon,Deschutes,44.2614,-121.2995,"Eagle Crest, OR"
Unadilla,Unadilla,GA,Georgia,Dooly,32.2583,-83.7356,"Unadilla, GA"
Tama,Tama,IA,Iowa,Tama,41.9648,-92.5743,"Tama, IA"
Tuxedo,Tuxedo,NY,New York,Orange,41.2324,-74.1774,"Tuxedo, NY"
Port Aransas,Port Aransas,TX,Texas,Nueces,27.8102,-97.0875,"Port Aransas, TX"
Walsenburg,Walsenburg,CO,Colorado,Huerfano,37.6307,-104.7818,"Walsenburg, CO"
Arbuckle,Arbuckle,CA,California,Colusa,39.0141,-122.061,"Arbuckle, CA"
Eielson AFB,Eielson AFB,AK,Alaska,Fairbanks North Star,64.6741,-147.0605,"Eielson AFB, AK"
South Pittsburg,South Pittsburg,TN,Tennessee,Marion,35.0111,-85.7183,"South Pittsburg, TN"
Attica,Attica,IN,Indiana,Fountain,40.2874,-87.2452,"Attica, IN"
Oostburg,Oostburg,WI,Wisconsin,Sheboygan,43.6237,-87.7888,"Oostburg, WI"
Bethel Acres,Bethel Acres,OK,Oklahoma,Pottawatomie,35.3048,-97.037,"Bethel Acres, OK"
Bayshore,Bayshore,NC,North Carolina,New Hanover,34.2893,-77.8025,"Bayshore, NC"
Gladwin,Gladwin,MI,Michigan,Gladwin,43.9837,-84.4876,"Gladwin, MI"
Garner,Garner,IA,Iowa,Hancock,43.1,-93.6031,"Garner, IA"
Sale Creek,Sale Creek,TN,Tennessee,Hamilton,35.3894,-85.0874,"Sale Creek, TN"
East Syracuse,East Syracuse,NY,New York,Onondaga,43.0638,-76.0698,"East Syracuse, NY"
Beulah,Beulah,ND,North Dakota,Mercer,47.2665,-101.7734,"Beulah, ND"
Nicholls,Nicholls,GA,Georgia,Coffee,31.5186,-82.6396,"Nicholls, GA"
Dadeville,Dadeville,AL,Alabama,Tallapoosa,32.8326,-85.7675,"Dadeville, AL"
Cut Bank,Cut Bank,MT,Montana,Glacier,48.6344,-112.3304,"Cut Bank, MT"
Wormleysburg,Wormleysburg,PA,Pennsylvania,Cumberland,40.2604,-76.9094,"Wormleysburg, PA"
Canton,Canton,SD,South Dakota,Lincoln,43.3032,-96.5848,"Canton, SD"
Lawnside,Lawnside,NJ,New Jersey,Camden,39.8673,-75.0289,"Lawnside, NJ"
Las Lomas,Las Lomas,CA,California,Monterey,36.8688,-121.7317,"Las Lomas, CA"
Keowee Key,Keowee Key,SC,South Carolina,Oconee,34.8257,-82.9158,"Keowee Key, SC"
DeQuincy,DeQuincy,LA,Louisiana,Calcasieu,30.449,-93.4456,"DeQuincy, LA"
Shelby,Shelby,MT,Montana,Toole,48.5031,-111.8614,"Shelby, MT"
Sherrill,Sherrill,NY,New York,Oneida,43.0704,-75.5993,"Sherrill, NY"
Corunna,Corunna,MI,Michigan,Shiawassee,42.9837,-84.1162,"Corunna, MI"
Kachina Village,Kachina Village,AZ,Arizona,Coconino,35.0947,-111.6928,"Kachina Village, AZ"
Cactus,Cactus,TX,Texas,Moore,36.0444,-102.008,"Cactus, TX"
West Fork,West Fork,AR,Arkansas,Washington,35.9355,-94.18,"West Fork, AR"
Wolfdale,Wolfdale,PA,Pennsylvania,Washington,40.1979,-80.3001,"Wolfdale, PA"
Waialua,Waialua,HI,Hawaii,Honolulu,21.566,-158.1199,"Waialua, HI"
Valhalla,Valhalla,NY,New York,Westchester,41.0773,-73.7778,"Valhalla, NY"
Burnettown,Burnettown,SC,South Carolina,Aiken,33.5186,-81.8635,"Burnettown, SC"
La Luisa,La Luisa,PR,Puerto Rico,Manatí,18.4488,-66.5078,"La Luisa, PR"
Kingman,Kingman,KS,Kansas,Kingman,37.648,-98.1167,"Kingman, KS"
Greens Farms,Greens Farms,CT,Connecticut,Western Connecticut,41.1264,-73.322,"Greens Farms, CT"
Onalaska,Onalaska,TX,Texas,Polk,30.8209,-95.1111,"Onalaska, TX"
Doylestown,Doylestown,OH,Ohio,Wayne,40.97,-81.6954,"Doylestown, OH"
Checotah,Checotah,OK,Oklahoma,McIntosh,35.482,-95.5224,"Checotah, OK"
Amesti,Amesti,CA,California,Santa Cruz,36.9583,-121.7805,"Amesti, CA"
Cornwall-on-Hudson,Cornwall-on-Hudson,NY,New York,Orange,41.4369,-74.0145,"Cornwall-on-Hudson, NY"
Windermere,Windermere,FL,Florida,Orange,28.5028,-81.5377,"Windermere, FL"
Dixon Lane-Meadow Creek,Dixon Lane-Meadow Creek,CA,California,Inyo,37.3864,-118.4153,"Dixon Lane-Meadow Creek, CA"
Minster,Minster,OH,Ohio,Auglaize,40.3947,-84.3789,"Minster, OH"
Wind Gap,Wind Gap,PA,Pennsylvania,Northampton,40.8484,-75.2917,"Wind Gap, PA"
Montezuma,Montezuma,GA,Georgia,Macon,32.2997,-84.0246,"Montezuma, GA"
Double Oak,Double Oak,TX,Texas,Denton,33.0633,-97.1117,"Double Oak, TX"
Covington,Covington,IN,Indiana,Fountain,40.1408,-87.3917,"Covington, IN"
Sloatsburg,Sloatsburg,NY,New York,Rockland,41.162,-74.1902,"Sloatsburg, NY"
El Lago,El Lago,TX,Texas,Harris,29.5731,-95.044,"El Lago, TX"
Pine Mountain Lake,Pine Mountain Lake,CA,California,Tuolumne,37.8599,-120.1844,"Pine Mountain Lake, CA"
Chaffee,Chaffee,MO,Missouri,Scott,37.1812,-89.6615,"Chaffee, MO"
Potterville,Potterville,MI,Michigan,Eaton,42.6299,-84.7433,"Potterville, MI"
Parowan,Parowan,UT,Utah,Iron,37.8326,-112.8296,"Parowan, UT"
DeCordova,DeCordova,TX,Texas,Hood,32.428,-97.6911,"DeCordova, TX"
Williamson,Williamson,WV,West Virginia,Mingo,37.6741,-82.2709,"Williamson, WV"
Tilton Northfield,Tilton Northfield,NH,New Hampshire,Belknap,43.4444,-71.5924,"Tilton Northfield, NH"
Port Angeles East,Port Angeles East,WA,Washington,Clallam,48.1041,-123.3694,"Port Angeles East, WA"
Central City,Central City,NE,Nebraska,Merrick,41.1134,-98.0008,"Central City, NE"
Bal Harbour,Bal Harbour,FL,Florida,Miami-Dade,25.8935,-80.1258,"Bal Harbour, FL"
Pines Lake,Pines Lake,NJ,New Jersey,Passaic,40.9983,-74.2643,"Pines Lake, NJ"
Somerset,Somerset,WI,Wisconsin,St. Croix,45.1257,-92.6731,"Somerset, WI"
El Verano,El Verano,CA,California,Sonoma,38.2975,-122.4915,"El Verano, CA"
Oak Ridge North,Oak Ridge North,TX,Texas,Montgomery,30.157,-95.4421,"Oak Ridge North, TX"
Momence,Momence,IL,Illinois,Kankakee,41.164,-87.663,"Momence, IL"
Marshall,Marshall,VA,Virginia,Fauquier,38.8661,-77.8453,"Marshall, VA"
Commercial Point,Commercial Point,OH,Ohio,Pickaway,39.7809,-83.0387,"Commercial Point, OH"
Green Forest,Green Forest,AR,Arkansas,Carroll,36.3347,-93.431,"Green Forest, AR"
Rancho Santa Fe,Rancho Santa Fe,CA,California,San Diego,33.024,-117.1992,"Rancho Santa Fe, CA"
Valley,Valley,NE,Nebraska,Douglas,41.3148,-96.3566,"Valley, NE"
Auberry,Auberry,CA,California,Fresno,37.0853,-119.4495,"Auberry, CA"
Milaca,Milaca,MN,Minnesota,Mille Lacs,45.7574,-93.6513,"Milaca, MN"
Deer Lodge,Deer Lodge,MT,Montana,Powell,46.398,-112.7334,"Deer Lodge, MT"
Crown Heights,Crown Heights,NY,New York,Dutchess,41.6416,-73.9287,"Crown Heights, NY"
Ocala Estates,Ocala Estates,FL,Florida,Marion,29.2018,-82.3098,"Ocala Estates, FL"
National Park,National Park,NJ,New Jersey,Gloucester,39.8676,-75.1852,"National Park, NJ"
Smithsburg,Smithsburg,MD,Maryland,Washington,39.6559,-77.575,"Smithsburg, MD"
Nocona,Nocona,TX,Texas,Montague,33.7835,-97.7302,"Nocona, TX"
Greenwood Lake,Greenwood Lake,NY,New York,Orange,41.2214,-74.2892,"Greenwood Lake, NY"
Tonkawa,Tonkawa,OK,Oklahoma,Kay,36.6769,-97.3235,"Tonkawa, OK"
Nashville,Nashville,IL,Illinois,Washington,38.3541,-89.377,"Nashville, IL"
Bad Axe,Bad Axe,MI,Michigan,Huron,43.8043,-82.9985,"Bad Axe, MI"
Mansfield,Mansfield,PA,Pennsylvania,Tioga,41.8062,-77.0787,"Mansfield, PA"
Monument Beach,Monument Beach,MA,Massachusetts,Barnstable,41.7192,-70.606,"Monument Beach, MA"
Walbridge,Walbridge,OH,Ohio,Wood,41.5864,-83.493,"Walbridge, OH"
Richville,Richville,OH,Ohio,Stark,40.7529,-81.4684,"Richville, OH"
Ridgemark,Ridgemark,CA,California,San Benito,36.8082,-121.3623,"Ridgemark, CA"
Country Squire Lakes,Country Squire Lakes,IN,Indiana,Jennings,39.038,-85.6849,"Country Squire Lakes, IN"
Shenandoah,Shenandoah,VA,Virginia,Page,38.4875,-78.6171,"Shenandoah, VA"
Eunice,Eunice,NM,New Mexico,Lea,32.4461,-103.1986,"Eunice, NM"
Huguley,Huguley,AL,Alabama,Chambers,32.8431,-85.2396,"Huguley, AL"
Solon,Solon,IA,Iowa,Johnson,41.8055,-91.4961,"Solon, IA"
Ridgecrest,Ridgecrest,FL,Florida,Pinellas,27.8923,-82.8074,"Ridgecrest, FL"
Kenova,Kenova,WV,West Virginia,Wayne,38.4026,-82.5822,"Kenova, WV"
Little Flock,Little Flock,AR,Arkansas,Benton,36.3853,-94.1363,"Little Flock, AR"
Cedar Grove,Cedar Grove,FL,Florida,Bay,30.1812,-85.6268,"Cedar Grove, FL"
Dixmoor,Dixmoor,IL,Illinois,Cook,41.633,-87.6673,"Dixmoor, IL"
Lake Lotawana,Lake Lotawana,MO,Missouri,Jackson,38.902,-94.2626,"Lake Lotawana, MO"
DeWitt,DeWitt,AR,Arkansas,Arkansas,34.2874,-91.3383,"DeWitt, AR"
Indialantic,Indialantic,FL,Florida,Brevard,28.0871,-80.57,"Indialantic, FL"
Olney,Olney,TX,Texas,Young,33.3644,-98.7585,"Olney, TX"
Brownstown,Brownstown,IN,Indiana,Jackson,38.879,-86.0478,"Brownstown, IN"
Fairbanks Ranch,Fairbanks Ranch,CA,California,San Diego,32.9919,-117.1859,"Fairbanks Ranch, CA"
Vassar College,Vassar College,NY,New York,Dutchess,41.686,-73.8931,"Vassar College, NY"
Heavener,Heavener,OK,Oklahoma,Le Flore,34.8919,-94.6075,"Heavener, OK"
Hill 'n Dale,Hill 'n Dale,FL,Florida,Hernando,28.519,-82.2918,"Hill 'n Dale, FL"
Shark River Hills,Shark River Hills,NJ,New Jersey,Monmouth,40.1923,-74.0463,"Shark River Hills, NJ"
Pawhuska,Pawhuska,OK,Oklahoma,Osage,36.6687,-96.3313,"Pawhuska, OK"
Lake Shastina,Lake Shastina,CA,California,Siskiyou,41.5213,-122.3756,"Lake Shastina, CA"
Jacksonville,Jacksonville,OR,Oregon,Jackson,42.3127,-122.9692,"Jacksonville, OR"
Cliffwood Beach,Cliffwood Beach,NJ,New Jersey,Monmouth,40.4427,-74.2179,"Cliffwood Beach, NJ"
Arthurtown,Arthurtown,SC,South Carolina,Richland,33.9644,-81.0023,"Arthurtown, SC"
Roselawn,Roselawn,IN,Indiana,Newton,41.1535,-87.2881,"Roselawn, IN"
Inverness Highlands North,Inverness Highlands North,FL,Florida,Citrus,28.8637,-82.3766,"Inverness Highlands North, FL"
Noroton Heights,Noroton Heights,CT,Connecticut,Western Connecticut,41.0741,-73.4972,"Noroton Heights, CT"
Sunset,Sunset,LA,Louisiana,St. Landry,30.4083,-92.0644,"Sunset, LA"
Rineyville,Rineyville,KY,Kentucky,Hardin,37.7501,-85.9703,"Rineyville, KY"
Comunas,Comunas,PR,Puerto Rico,Yabucoa,18.0846,-65.8435,"Comunas, PR"
Henderson,Henderson,GA,Georgia,Chatham,32.0102,-81.2655,"Henderson, GA"
Winnebago,Winnebago,IL,Illinois,Winnebago,42.2671,-89.234,"Winnebago, IL"
Odell,Odell,OR,Oregon,Hood River,45.6354,-121.5522,"Odell, OR"
Mountville,Mountville,PA,Pennsylvania,Lancaster,40.0402,-76.4339,"Mountville, PA"
Windsor,Windsor,MO,Missouri,Henry,38.5319,-93.5227,"Windsor, MO"
Shrub Oak,Shrub Oak,NY,New York,Westchester,41.3257,-73.8296,"Shrub Oak, NY"
Orwigsburg,Orwigsburg,PA,Pennsylvania,Schuylkill,40.6541,-76.104,"Orwigsburg, PA"
North Browning,North Browning,MT,Montana,Glacier,48.5706,-113.0267,"North Browning, MT"
Lake Wissota,Lake Wissota,WI,Wisconsin,Chippewa,44.922,-91.3013,"Lake Wissota, WI"
David City,David City,NE,Nebraska,Butler,41.2578,-97.1282,"David City, NE"
South Point,South Point,OH,Ohio,Lawrence,38.4214,-82.5784,"South Point, OH"
Saugatuck,Saugatuck,CT,Connecticut,Western Connecticut,41.1143,-73.3717,"Saugatuck, CT"
Kingston,Kingston,WA,Washington,Kitsap,47.7927,-122.5078,"Kingston, WA"
Verona Walk,Verona Walk,FL,Florida,Collier,26.086,-81.6798,"Verona Walk, FL"
Egypt,Egypt,PA,Pennsylvania,Lehigh,40.6856,-75.5335,"Egypt, PA"
Palermo,Palermo,NJ,New Jersey,Cape May,39.2333,-74.6859,"Palermo, NJ"
Watkinsville,Watkinsville,GA,Georgia,Oconee,33.861,-83.4072,"Watkinsville, GA"
Gluckstadt,Gluckstadt,MS,Mississippi,Madison,32.5322,-90.1034,"Gluckstadt, MS"
Kingwood,Kingwood,WV,West Virginia,Preston,39.4719,-79.6822,"Kingwood, WV"
Pine Ridge,Pine Ridge,PA,Pennsylvania,Pike,41.1355,-74.9923,"Pine Ridge, PA"
Iron River,Iron River,MI,Michigan,Iron,46.0966,-88.6396,"Iron River, MI"
Grenelefe,Grenelefe,FL,Florida,Polk,28.0579,-81.5538,"Grenelefe, FL"
Meadowdale,Meadowdale,WA,Washington,Snohomish,47.8583,-122.316,"Meadowdale, WA"
Castroville,Castroville,TX,Texas,Medina,29.3513,-98.8711,"Castroville, TX"
Brent,Brent,AL,Alabama,Bibb,32.9421,-87.1753,"Brent, AL"
Blue Ridge,Blue Ridge,VA,Virginia,Botetourt,37.3783,-79.8206,"Blue Ridge, VA"
Strathmore,Strathmore,CA,California,Tulare,36.1461,-119.0644,"Strathmore, CA"
West Union,West Union,OH,Ohio,Adams,38.7917,-83.5441,"West Union, OH"
Buzzards Bay,Buzzards Bay,MA,Massachusetts,Barnstable,41.755,-70.6128,"Buzzards Bay, MA"
Lead,Lead,SD,South Dakota,Lawrence,44.3528,-103.7671,"Lead, SD"
Galena,Galena,IL,Illinois,Jo Daviess,42.4218,-90.4293,"Galena, IL"
Sisters,Sisters,OR,Oregon,Deschutes,44.2923,-121.5531,"Sisters, OR"
Girard,Girard,PA,Pennsylvania,Erie,42.0042,-80.3192,"Girard, PA"
Liberty City,Liberty City,TX,Texas,Gregg,32.4502,-94.9439,"Liberty City, TX"
Canterwood,Canterwood,WA,Washington,Pierce,47.3765,-122.6021,"Canterwood, WA"
Spearman,Spearman,TX,Texas,Hansford,36.1982,-101.1943,"Spearman, TX"
Ester,Ester,AK,Alaska,Fairbanks North Star,64.8646,-148.0916,"Ester, AK"
Turnersville,Turnersville,NJ,New Jersey,Gloucester,39.7666,-75.0613,"Turnersville, NJ"
Granite Quarry,Granite Quarry,NC,North Carolina,Rowan,35.6131,-80.4489,"Granite Quarry, NC"
The Homesteads,The Homesteads,TX,Texas,Johnson,32.4755,-97.1663,"The Homesteads, TX"
Brookville,Brookville,NY,New York,Nassau,40.8123,-73.5696,"Brookville, NY"
Inman,Inman,SC,South Carolina,Spartanburg,35.0463,-82.0897,"Inman, SC"
Bishopville,Bishopville,SC,South Carolina,Lee,34.2202,-80.2483,"Bishopville, SC"
Alva,Alva,FL,Florida,Lee,26.7188,-81.6269,"Alva, FL"
Lakewood,Lakewood,NY,New York,Chautauqua,42.0992,-79.3201,"Lakewood, NY"
Delphi,Delphi,IN,Indiana,Carroll,40.5834,-86.6668,"Delphi, IN"
Oaklawn-Sunview,Oaklawn-Sunview,KS,Kansas,Sedgwick,37.6084,-97.2984,"Oaklawn-Sunview, KS"
Kenhorst,Kenhorst,PA,Pennsylvania,Berks,40.3069,-75.9438,"Kenhorst, PA"
North Sioux City,North Sioux City,SD,South Dakota,Union,42.535,-96.4998,"North Sioux City, SD"
Brighton,Brighton,AL,Alabama,Jefferson,33.4396,-86.9454,"Brighton, AL"
Dresden,Dresden,TN,Tennessee,Weakley,36.279,-88.694,"Dresden, TN"
Long Neck,Long Neck,DE,Delaware,Sussex,38.6205,-75.1529,"Long Neck, DE"
New Hope,New Hope,MS,Mississippi,Lowndes,33.4521,-88.3399,"New Hope, MS"
Malabar,Malabar,FL,Florida,Brevard,27.9884,-80.5781,"Malabar, FL"
Williamstown,Williamstown,WV,West Virginia,Wood,39.3987,-81.4549,"Williamstown, WV"
Monrovia,Monrovia,MD,Maryland,Frederick,39.357,-77.2747,"Monrovia, MD"
Williston,Williston,FL,Florida,Levy,29.374,-82.4579,"Williston, FL"
Drum Point,Drum Point,MD,Maryland,Calvert,38.3324,-76.4307,"Drum Point, MD"
Cold Spring Harbor,Cold Spring Harbor,NY,New York,Suffolk,40.8621,-73.4506,"Cold Spring Harbor, NY"
Chickamauga,Chickamauga,GA,Georgia,Walker,34.8753,-85.2885,"Chickamauga, GA"
Big Lake,Big Lake,TX,Texas,Reagan,31.1941,-101.4534,"Big Lake, TX"
Lake Junaluska,Lake Junaluska,NC,North Carolina,Haywood,35.5305,-82.9749,"Lake Junaluska, NC"
Simpsonville,Simpsonville,KY,Kentucky,Shelby,38.2167,-85.3515,"Simpsonville, KY"
Chattahoochee,Chattahoochee,FL,Florida,Gadsden,30.6977,-84.8341,"Chattahoochee, FL"
Genoa City,Genoa City,WI,Wisconsin,Walworth,42.5065,-88.3192,"Genoa City, WI"
Hilliard,Hilliard,FL,Florida,Nassau,30.6866,-81.9212,"Hilliard, FL"
Lake Wynonah,Lake Wynonah,PA,Pennsylvania,Schuylkill,40.5879,-76.181,"Lake Wynonah, PA"
Winfield,Winfield,WV,West Virginia,Putnam,38.5292,-81.8857,"Winfield, WV"
Cache,Cache,OK,Oklahoma,Comanche,34.6294,-98.6184,"Cache, OK"
Union,Union,NJ,New Jersey,Union,40.6966,-74.2693,"Union, NJ"
Millen,Millen,GA,Georgia,Jenkins,32.8071,-81.9423,"Millen, GA"
Huntsville,Huntsville,AR,Arkansas,Madison,36.0985,-93.7363,"Huntsville, AR"
Sisco Heights,Sisco Heights,WA,Washington,Snohomish,48.118,-122.1112,"Sisco Heights, WA"
East Gaffney,East Gaffney,SC,South Carolina,Cherokee,35.0846,-81.6218,"East Gaffney, SC"
Villa Ridge,Villa Ridge,MO,Missouri,Franklin,38.4676,-90.8854,"Villa Ridge, MO"
Yadkinville,Yadkinville,NC,North Carolina,Yadkin,36.1315,-80.6592,"Yadkinville, NC"
Kalaeloa,Kalaeloa,HI,Hawaii,Honolulu,21.3136,-158.065,"Kalaeloa, HI"
East Prairie,East Prairie,MO,Missouri,Mississippi,36.7789,-89.3837,"East Prairie, MO"
Emma,Emma,NC,North Carolina,Buncombe,35.6019,-82.5958,"Emma, NC"
Coquí,Coqui,PR,Puerto Rico,Salinas,17.9793,-66.2255,"Coqui, PR"
Baltimore,Baltimore,OH,Ohio,Fairfield,39.846,-82.6046,"Baltimore, OH"
Green Island,Green Island,NY,New York,Albany,42.7474,-73.6926,"Green Island, NY"
Paddock Lake,Paddock Lake,WI,Wisconsin,Kenosha,42.5707,-88.1044,"Paddock Lake, WI"
Timberville,Timberville,VA,Virginia,Rockingham,38.6335,-78.7731,"Timberville, VA"
Bowmansville,Bowmansville,PA,Pennsylvania,Lancaster,40.2029,-76.0211,"Bowmansville, PA"
Millersburg,Millersburg,OR,Oregon,Linn,44.6779,-123.0691,"Millersburg, OR"
Bean Station,Bean Station,TN,Tennessee,Grainger,36.3323,-83.2852,"Bean Station, TN"
Wise,Wise,VA,Virginia,Wise,36.9767,-82.5809,"Wise, VA"
Everson,Everson,WA,Washington,Whatcom,48.9125,-122.3507,"Everson, WA"
Hokendauqua,Hokendauqua,PA,Pennsylvania,Lehigh,40.6585,-75.4952,"Hokendauqua, PA"
Strawberry Plains,Strawberry Plains,TN,Tennessee,Jefferson,36.0632,-83.6594,"Strawberry Plains, TN"
Amery,Amery,WI,Wisconsin,Polk,45.3045,-92.3635,"Amery, WI"
Ferrysburg,Ferrysburg,MI,Michigan,Ottawa,43.085,-86.2221,"Ferrysburg, MI"
Dade City North,Dade City North,FL,Florida,Pasco,28.3839,-82.1943,"Dade City North, FL"
Oconto Falls,Oconto Falls,WI,Wisconsin,Oconto,44.8738,-88.1444,"Oconto Falls, WI"
Fobes Hill,Fobes Hill,WA,Washington,Snohomish,47.9392,-122.1341,"Fobes Hill, WA"
Newton,Newton,IL,Illinois,Jasper,38.9872,-88.1643,"Newton, IL"
Wilkshire Hills,Wilkshire Hills,OH,Ohio,Tuscarawas,40.636,-81.4313,"Wilkshire Hills, OH"
Haskell,Haskell,TX,Texas,Haskell,33.1597,-99.732,"Haskell, TX"
North Catasauqua,North Catasauqua,PA,Pennsylvania,Northampton,40.664,-75.4741,"North Catasauqua, PA"
Chimayo,Chimayo,NM,New Mexico,Santa Fe,35.9981,-105.9413,"Chimayo, NM"
Youngwood,Youngwood,PA,Pennsylvania,Westmoreland,40.2443,-79.5811,"Youngwood, PA"
Flemingsburg,Flemingsburg,KY,Kentucky,Fleming,38.4236,-83.7373,"Flemingsburg, KY"
Harriman,Harriman,NY,New York,Orange,41.3088,-74.1445,"Harriman, NY"
Patillas,Patillas,PR,Puerto Rico,Patillas,18.0069,-66.0134,"Patillas, PR"
Kalama,Kalama,WA,Washington,Cowlitz,46.0164,-122.8402,"Kalama, WA"
Cherry Valley,Cherry Valley,IL,Illinois,Winnebago,42.2223,-88.9715,"Cherry Valley, IL"
Afton,Afton,MN,Minnesota,Washington,44.9041,-92.8174,"Afton, MN"
Fowlerville,Fowlerville,MI,Michigan,Livingston,42.6596,-84.0743,"Fowlerville, MI"
Summerset,Summerset,SD,South Dakota,Meade,44.1912,-103.3394,"Summerset, SD"
Kechi,Kechi,KS,Kansas,Sedgwick,37.8234,-97.2891,"Kechi, KS"
Elkton,Elkton,VA,Virginia,Rockingham,38.4106,-78.6161,"Elkton, VA"
Williams Bay,Williams Bay,WI,Wisconsin,Walworth,42.5788,-88.5457,"Williams Bay, WI"
Lakeview,Lakeview,OR,Oregon,Lake,42.1919,-120.3527,"Lakeview, OR"
Frostproof,Frostproof,FL,Florida,Polk,27.7494,-81.5252,"Frostproof, FL"
Borrego Springs,Borrego Springs,CA,California,San Diego,33.241,-116.3571,"Borrego Springs, CA"
Riverside,Riverside,NY,New York,Suffolk,40.9093,-72.6695,"Riverside, NY"
Sublimity,Sublimity,OR,Oregon,Marion,44.8294,-122.7923,"Sublimity, OR"
Versailles,Versailles,OH,Ohio,Darke,40.222,-84.4831,"Versailles, OH"
Bar Nunn,Bar Nunn,WY,Wyoming,Natrona,42.922,-106.3475,"Bar Nunn, WY"
Vienna,Vienna,GA,Georgia,Dooly,32.0926,-83.7868,"Vienna, GA"
Buckner,Buckner,MO,Missouri,Jackson,39.1335,-94.1929,"Buckner, MO"
